"id","descuento","total","propina_total","propina","modo_pago","fecha_hora_venta"
a7d77455-40aa-4fc3-828a-ee348448815c,0.00,635.00,635.00,0.00,EFECTIVO,"2023-01-07 15:04:30"
"9ac08f8f-1054-496b-8bfb-949f7dbbe38e",9.00,171.00,171.00,0.00,TARJETA_DEBITO,"2023-01-07 15:05:32"
c6adfce9-f095-43e2-9871-52348292a925,0.00,270.00,270.00,30.00,TARJETA_DEBITO,"2023-01-07 15:06:31"
b9b990a4-e785-4c34-b273-47e6c7b07e46,29.50,560.50,560.50,0.00,EFECTIVO,"2023-01-07 15:07:09"
d97b95d6-4f3f-4dc0-b998-a7fb3a528771,0.00,180.00,180.00,0.00,EFECTIVO,"2023-01-07 15:09:08"
"4a7e1253-63ef-4356-a7e5-a207325fe3fa",0.00,530.00,530.00,75.00,TARJETA_CREDITO,"2023-01-07 15:11:52"
"5c997251-4992-41ac-bb70-0aefb188ee19",14.50,275.50,275.50,0.00,EFECTIVO,"2023-01-07 15:13:10"
"5fa976bc-987e-4af6-95f3-cb7ad7ae3f8f",0.00,399.00,399.00,0.00,TARJETA_CREDITO,"2023-01-07 15:14:22"
"813ae4ab-fd5b-45a4-b87e-b73e2448f336",0.00,600.00,600.00,0.00,TARJETA_CREDITO,"2023-01-07 15:17:27"
"813ae4ab-fd5b-45a4-b87e-b73e2448f336",0.00,225.00,225.00,0.00,TARJETA_DEBITO,"2023-01-07 15:18:34"
"6dd92281-6485-43d5-ad56-27ebbe64cc2e",9.70,340.31,340.31,0.00,EFECTIVO,"2023-01-07 15:25:52"
"4a05d5e4-eebd-4633-92f1-7a4f2d02f54f",0.00,275.00,275.00,25.00,TARJETA_CREDITO,"2023-01-07 17:28:34"
"91aaf87e-1985-43be-b5b4-f78af519561a",0.00,640.00,640.00,0.00,EFECTIVO,"2023-01-07 17:42:33"
"91aaf87e-1985-43be-b5b4-f78af519561a",0.00,479.00,479.00,0.00,TARJETA_DEBITO,"2023-01-07 17:43:58"
"4b365016-6253-4e73-94b1-e263f2f933e5",0.00,510.00,510.00,0.00,TARJETA_DEBITO,"2023-01-07 17:46:26"
"1980b883-5312-4bf8-8329-fb1d9bdd400e",20.03,424.98,424.98,0.00,TARJETA_CREDITO,"2023-01-07 17:49:06"
"91aaf87e-1985-43be-b5b4-f78af519561a",0.00,370.00,370.00,37.00,TARJETA_CREDITO,"2023-01-07 17:51:24"
"1ea917a3-7f7d-4429-a734-4b4663861e82",0.00,120.00,120.00,0.00,EFECTIVO,"2023-01-07 17:58:53"
"42482bc3-f735-4a79-9a6c-717f601a7328",0.00,230.00,230.00,0.00,EFECTIVO,"2023-01-07 17:59:30"
"3101d404-0a80-46e0-bf4f-460c1eaaa955",0.00,180.00,180.00,0.00,EFECTIVO,"2023-01-07 17:59:59"
"859ff432-c320-4304-a9b8-f837421b73d1",0.00,436.00,436.00,50.00,TARJETA_DEBITO,"2023-01-07 18:03:15"
df2fbac0-9ff3-443e-89cf-bb49a805a390,0.00,689.00,689.00,0.00,EFECTIVO,"2023-01-07 18:04:14"
"3b662b17-3615-4f61-8863-2e1e346cd3ec",0.00,360.00,360.00,36.00,TARJETA_DEBITO,"2023-01-07 18:05:17"
"0f4d71ee-1d20-4629-b90a-536b8021a875",0.00,210.00,210.00,0.00,EFECTIVO,"2023-01-07 18:05:49"
cf449d3e-e588-46e3-9bb6-47e8a106e46f,0.00,200.00,200.00,0.00,EFECTIVO,"2023-01-07 18:22:05"
"82571993-edd1-436b-91d0-1fd80f0b57d8",0.00,329.00,329.00,0.00,TARJETA_DEBITO,"2023-01-07 18:49:29"
"8fbf14ab-4869-43ba-8384-352a5211f8b3",0.00,45.00,45.00,0.00,EFECTIVO,"2023-01-07 19:08:51"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,299.00,299.00,0.00,EFECTIVO,"2023-01-10 16:54:33"
"10eac7da-7f12-49ed-8584-beada5df7fbc",0.00,539.00,539.00,53.00,TARJETA_CREDITO,"2023-01-10 16:58:02"
c11bc0b9-db58-4135-91a6-def742831ce8,0.00,80.00,80.00,0.00,EFECTIVO,"2023-01-10 16:58:31"
"1add3dba-77ee-4cb1-99df-b90e354b01ca",19.95,379.05,379.05,0.00,TARJETA_DEBITO,"2023-01-10 16:59:17"
d96f7d3f-39ed-453d-8972-2c5689d5dc98,28.20,535.80,535.80,0.00,TARJETA_DEBITO,"2023-01-10 17:00:46"
"68e54b93-29aa-4b86-80bd-b5ff18cd3a10",14.95,284.05,284.05,0.00,TARJETA_DEBITO,"2023-01-10 17:04:06"
c610ac3b-a20d-4a20-8381-982c1e9d395b,0.00,180.00,180.00,0.00,EFECTIVO,"2023-01-10 17:19:25"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,45.00,45.00,0.00,EFECTIVO,"2023-01-10 17:20:11"
"4b89183b-de60-4909-bdf4-24254c115d42",38.50,731.50,731.50,40.00,TARJETA_CREDITO,"2023-01-10 17:21:58"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,489.00,489.00,11.00,EFECTIVO,"2023-01-10 18:16:36"
bc7d23a0-e73f-48da-890a-8c47f42ced13,37.95,721.05,721.05,100.00,TARJETA_DEBITO,"2023-01-10 18:19:14"
"5c997251-4992-41ac-bb70-0aefb188ee19",45.90,872.10,872.10,100.00,TARJETA_CREDITO,"2023-01-10 18:21:56"
a3d5baa4-1c8e-47bc-9147-aae5da022047,0.00,759.00,759.00,0.00,EFECTIVO,"2023-01-10 18:22:59"
"0078ca80-45fb-481b-83bf-5a4dc3c82c72",0.00,230.00,230.00,0.00,EFECTIVO,"2023-01-10 18:23:26"
aaaaca00-b5e4-470f-8a9e-47fdc1f2c53f,0.00,590.00,590.00,0.00,EFECTIVO,"2023-01-10 18:27:37"
d952eea6-9186-460e-8fd4-2808a94ad866,0.00,430.00,430.00,0.00,EFECTIVO,"2023-01-10 18:29:23"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,130.00,130.00,15.00,TARJETA_CREDITO,"2023-01-10 18:30:34"
c93f89c2-8828-4521-b68f-837ed02ec213,0.00,280.00,280.00,30.00,TARJETA_CREDITO,"2023-01-10 18:31:24"
"76abf497-63c7-4ed8-97bc-2258e7cbb4b0",0.00,430.00,430.00,0.00,EFECTIVO,"2023-01-10 18:33:38"
d7a34320-fce5-44b4-a752-d6a6c3749608,0.00,590.00,590.00,100.00,TARJETA_DEBITO,"2023-01-10 18:56:17"
"0efed18f-0f49-4618-a280-6e8c0cb70049",0.00,260.00,260.00,0.00,TARJETA_CREDITO,"2023-01-10 19:15:17"
c60cee65-090e-47de-b87b-580a64c1420f,16.50,313.50,313.50,32.00,TARJETA_DEBITO,"2023-01-11 13:18:50"
d39a719a-eea7-4f89-8cfe-28ca2c2d5aa1,13.00,247.00,247.00,25.00,TARJETA_CREDITO,"2023-01-11 13:30:04"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,110.00,110.00,25.00,TARJETA_CREDITO,"2023-01-11 13:31:28"
"97044c25-8e2b-4dc1-95a6-d2141f9d918c",0.00,85.00,85.00,20.00,TARJETA_DEBITO,"2023-01-11 13:42:25"
"66fe9c65-6f83-4efd-9a43-b10082bfa975",0.00,770.00,770.00,0.00,TARJETA_CREDITO,"2023-01-11 13:44:45"
"507a42d5-b224-4f41-a044-ce2d0940619a",0.00,750.00,750.00,100.00,TARJETA_DEBITO,"2023-01-11 13:46:11"
"1345cc61-41c9-4645-ad49-186ce50628d0",0.00,500.00,500.00,0.00,EFECTIVO,"2023-01-11 13:49:43"
"08769f9f-9354-4501-acb0-7108c75e5ef2",0.00,329.00,329.00,0.00,EFECTIVO,"2023-01-11 13:50:31"
"96378221-63d5-481c-9efc-3c9a6d271b57",0.00,210.00,210.00,40.00,EFECTIVO,"2023-01-11 13:51:15"
"34ac0556-d717-4ced-9317-c2064ecc8137",0.00,220.00,220.00,50.00,TARJETA_DEBITO,"2023-01-11 13:52:25"
"6177fa9a-9a8c-413a-80ae-7fabd8e3fd62",27.45,521.55,521.55,0.00,TARJETA_DEBITO,"2023-01-11 14:44:54"
"50b455d8-c22f-4bdb-90c9-0866d5f9f269",0.00,190.00,190.00,0.00,EFECTIVO,"2023-01-11 14:50:56"
f10acb3b-fb05-4856-bda9-1d14ff7d553f,0.00,579.00,579.00,0.00,TARJETA_CREDITO,"2023-01-11 16:52:00"
"804b194e-b694-433f-85d6-e3768956911a",0.00,739.00,739.00,0.00,EFECTIVO,"2023-01-11 16:54:20"
"7975ca00-bc9e-472a-af73-1da6f9b54775",0.00,749.00,749.00,75.00,TARJETA_DEBITO,"2023-01-11 17:26:27"
"35f25c03-8e47-4b12-9a4f-eddc070c9507",0.00,390.00,390.00,0.00,EFECTIVO,"2023-01-11 17:31:00"
"52e866cc-748e-4478-ad88-d23f123230fc",0.00,519.00,519.00,78.00,TARJETA_DEBITO,"2023-01-11 18:10:45"
"1d0dc143-db05-4e1e-b138-91633c7278dc",0.00,990.00,990.00,0.00,TARJETA_CREDITO,"2023-01-11 18:16:27"
ca34a669-e603-40b2-88ec-78507b5a4101,100.00,900.00,900.00,40.00,TARJETA_CREDITO,"2023-01-11 18:43:51"
f51d9250-27a3-4cde-9fd6-c4252ab835cb,0.00,190.00,190.00,0.00,TARJETA_CREDITO,"2023-01-11 18:53:07"
"9ccc4412-517a-42f7-8ac7-358b5ba3bf3f",0.00,150.00,150.00,0.00,EFECTIVO,"2023-01-11 19:04:43"
f2ddd8b3-1af2-45da-97d2-8567f9c0c216,0.00,399.00,399.00,30.00,TARJETA_DEBITO,"2023-01-12 12:59:03"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,689.00,689.00,200.00,EFECTIVO,"2023-01-12 13:01:31"
"4f8cc1d9-705d-4f90-be19-2f656443abb6",26.95,512.05,512.05,0.00,EFECTIVO,"2023-01-12 13:03:13"
"3e3bf0d2-e422-45b6-a1b1-ca72f1bf3f3f",0.00,230.00,230.00,0.00,TARJETA_DEBITO,"2023-01-12 15:32:35"
"27f15cba-4f6f-4da0-9648-5aa6be02ac0d",0.00,399.00,399.00,0.00,TARJETA_CREDITO,"2023-01-12 13:36:11"
"87215353-a10e-469a-be4c-58d05ef4520d",11.00,209.00,209.00,0.00,TARJETA_DEBITO,"2023-01-12 13:38:08"
"3487fda8-d024-4991-9013-add64a52bc1d",19.45,369.55,369.55,0.00,TARJETA_DEBITO,"2023-01-12 13:43:42"
af3e0818-4838-4ab3-8ee6-c13579500141,0.00,590.00,590.00,100.00,TARJETA_DEBITO,"2023-01-12 13:45:38"
"37d46d1d-1bca-4fd2-9039-ce166f81cda9",0.00,329.00,329.00,64.00,TARJETA_DEBITO,"2023-01-12 13:46:36"
"142b4b12-48f5-41f6-a98e-f97b4d55b988",0.00,290.00,290.00,100.00,EFECTIVO,"2023-01-12 13:48:57"
"94cf78ec-8d51-4898-8bf7-e09e7f88e506",26.95,512.05,512.05,0.00,EFECTIVO,"2023-01-12 13:51:42"
de6e01ae-7e94-4ec8-80dd-9b465ce5b88b,0.00,199.00,199.00,0.00,EFECTIVO,"2023-01-12 13:53:44"
"85d91a72-3899-472e-a503-152a5c32c1a1",0.00,370.00,370.00,0.00,EFECTIVO,"2023-01-12 14:01:48"
"975224ec-15a2-4dd2-9c34-be11accf2a8f",0.00,410.00,410.00,40.00,TARJETA_DEBITO,"2023-01-12 14:49:12"
"6261fc6d-71cb-458a-9958-5b2c824dd8aa",0.00,85.00,85.00,0.00,EFECTIVO,"2023-01-12 14:49:46"
"6e28905a-4111-4801-9d5f-200c3af848ce",29.45,559.55,559.55,0.00,TARJETA_CREDITO,"2023-01-12 15:00:28"
"214e19cf-6e08-4d17-bebf-5a760e0d2635",28.00,532.00,532.00,0.00,TARJETA_DEBITO,"2023-01-12 15:01:44"
"25e9bb11-4532-4a7c-91c6-52cebbbbb783",0.00,199.00,199.00,0.00,TARJETA_CREDITO,"2023-01-12 15:25:30"
a06f3844-5d43-447c-8197-be1b46cba9e1,0.00,190.00,190.00,20.00,EFECTIVO,"2023-01-12 15:26:00"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,1049.00,1049.00,0.00,EFECTIVO,"2023-01-12 18:17:54"
"1335f0d5-cf3a-4df1-bbb4-60ea087d780f",42.45,806.55,806.55,0.00,EFECTIVO,"2023-01-12 18:19:40"
"64af810a-1b5e-4ff5-aa26-f6e442902132",0.00,499.00,499.00,0.00,TARJETA_DEBITO,"2023-01-12 18:21:27"
"15cb22db-17c9-47cb-8627-500d0b529d99",74.90,674.10,674.10,0.00,TARJETA_DEBITO,"2023-01-12 18:25:57"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,190.00,190.00,0.00,TARJETA_DEBITO,"2023-01-12 18:26:34"
"1dd50a5b-9bc1-4595-ab4e-20b1435b702f",0.00,659.00,659.00,0.00,TARJETA_DEBITO,"2023-01-12 18:30:49"
"5ed0dc68-7c97-4880-b1a2-59c555e466f0",0.00,190.00,190.00,0.00,EFECTIVO,"2023-01-12 18:36:54"
a794b19b-95e4-459c-b2fa-b5138351c1f1,0.00,330.00,330.00,0.00,EFECTIVO,"2023-01-12 18:53:05"
"17bb85cc-bab6-4d77-a8f4-8ba449df5061",0.00,290.00,290.00,0.00,TARJETA_CREDITO,"2023-01-12 19:01:39"
"3882768e-cd07-4b92-84b8-1c8be21199ba",0.00,370.00,370.00,0.00,TARJETA_DEBITO,"2023-01-12 19:04:36"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,380.00,380.00,0.00,TARJETA_DEBITO,"2023-01-12 19:15:09"
"09c7196c-1154-4ce6-978c-57a759789f46",0.00,869.00,869.00,0.00,TARJETA_DEBITO,"2023-01-12 19:17:05"
"4677c799-e89e-49a5-abcb-aeb61919fc38",0.00,609.00,609.00,0.00,EFECTIVO,"2023-01-12 19:26:47"
"2672d67d-b097-4163-846f-d2d974d9c2cf",0.00,429.00,429.00,0.00,TARJETA_CREDITO,"2023-01-13 13:07:25"
e694f185-8f6f-4261-84d3-dc0e20c4bb2f,38.95,740.05,740.05,0.00,TARJETA_CREDITO,"2023-01-13 13:22:37"
d6d89a0d-af96-4b70-a6d2-f7f0df8b2383,0.00,370.00,370.00,0.00,EFECTIVO,"2023-01-13 13:31:39"
"6f94e118-93ae-4be8-a34b-54f8ebaf6aa4",0.00,290.00,290.00,0.00,EFECTIVO,"2023-01-13 13:47:21"
"09c8dd0c-a339-4864-9d82-9606756a6d9a",21.00,399.00,399.00,20.00,TARJETA_CREDITO,"2023-01-13 13:53:47"
"73b0423b-869a-45aa-8459-5269fbe1ca48",19.95,379.05,379.05,0.00,EFECTIVO,"2023-01-13 14:46:19"
a5c8e723-d676-4b67-90e6-62c99e336282,0.00,1000.00,1000.00,0.00,EFECTIVO,"2023-01-13 14:47:31"
"37fa5db5-f1a8-477f-b21b-8a8776adc2ff",40.95,778.05,778.05,78.00,TARJETA_DEBITO,"2023-01-13 14:51:05"
"8da8e7dd-ec00-4487-a350-adc756e082cb",0.00,290.00,290.00,0.00,EFECTIVO,"2023-01-13 14:52:48"
"9cdca320-c4fb-4009-9f5d-474e02b6cf38",0.00,320.00,320.00,0.00,EFECTIVO,"2023-01-13 14:54:14"
"3978e82f-7564-4e6d-aa47-f6e879e36c9e",0.00,110.00,110.00,17.00,TARJETA_DEBITO,"2023-01-13 14:54:53"
e261fd44-f5dc-4d78-8070-81392d89f790,0.00,464.00,464.00,36.00,EFECTIVO,"2023-01-13 14:56:48"
"31fb58ac-c5b0-497f-8918-14c25d77f13e",0.00,260.00,260.00,20.00,TARJETA_DEBITO,"2023-01-13 18:30:18"
"14d8324d-e8f8-4fd6-b5ac-071bcb020a75",0.00,230.00,230.00,0.00,EFECTIVO,"2023-01-13 18:30:52"
"87215353-a10e-469a-be4c-58d05ef4520d",0.00,90.00,90.00,0.00,EFECTIVO,"2023-01-13 18:31:22"
